Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Calcium signaling pathway	21/240	4.753256e-04	8.748252e-03	0	0	2.407141e+00	1.841826e+01	CAMK2B;PDE1A;CAMK2A;TACR3;HTR2C;CALML3;ADCY1;HTR4;CACNA1H;GRM1;GRIN2D;CACNA1G;ITPKB;P2RX7;HTR6;CCKBR;ADORA2B;PLCG2;CASQ2;PLCE1;DRD1
KEGG_2021_Human	p53 signaling pathway	10/73	5.067503e-04	8.748252e-03	0	0	3.959780e+00	3.004480e+01	CDKN1A;CHEK1;CDK2;BCL2;MDM2;BAX;FAS;PPM1D;BBC3;DDB2
KEGG_2021_Human	Chemokine signaling pathway	18/192	5.241517e-04	8.748252e-03	0	0	2.592740e+00	1.958486e+01	CCL25;CCL13;MAP2K1;NCF1;CCL21;SRC;CXCL1;ADCY1;ADCY6;RELA;PIK3CA;GNG5;GNB2;GNB1;PLCG2;CCR8;JAK3;CCR2
KEGG_2021_Human	Transcriptional misregulation in cancer	18/192	5.241517e-04	8.748252e-03	0	0	2.592740e+00	1.958486e+01	PTCRA;CSF1R;CDKN1A;ITGAM;FUS;FLT3;ZBTB16;TFE3;DEFA3;RELA;PML;DDB2;ETV6;NR4A3;FEV;TLX1;MDM2;BAX
KEGG_2021_Human	Melanogenesis	12/101	5.505893e-04	8.748252e-03	0	0	3.367794e+00	2.527368e+01	GNAO1;CAMK2B;MAP2K1;MC1R;CREB3L1;DVL1;CAMK2A;EP300;CALML3;ADCY1;TYR;ADCY6
KEGG_2021_Human	Glioma	10/75	6.305764e-04	9.491834e-03	0	0	3.837540e+00	2.827836e+01	CAMK2B;CDKN1A;MAP2K1;PIK3CA;CAMK2A;PLCG2;MDM2;BAX;CALML3;DDB2
KEGG_2021_Human	C-type lectin receptor signaling pathway	12/104	7.182524e-04	1.008881e-02	0	0	3.257464e+00	2.357977e+01	PLK3;MAPK11;PIK3CA;SRC;MAPKAPK2;PLCG2;MDM2;CALML3;NFATC1;TNF;IKBKE;RELA
KEGG_2021_Human	Neurotrophin signaling pathway	13/119	7.407867e-04	1.008881e-02	0	0	3.064595e+00	2.208898e+01	CAMK2B;MAP2K1;CAMK2A;MATK;CALML3;RELA;MAPK11;PIK3CA;MAPKAPK2;PLCG2;BCL2;BAX;MAP2K7
KEGG_2021_Human	Th17 cell differentiation	12/107	9.266465e-04	1.182437e-02	0	0	3.154102e+00	2.202805e+01	IL4;MAPK11;CD4;HLA-DMB;IRF4;NFATC1;STAT6;AHR;JAK3;LAT;RELA;IL27RA
KEGG_2021_Human	Epstein-Barr virus infection	18/202	9.509109e-04	1.182437e-02	0	0	2.450543e+00	1.705110e+01	IFNA4;CDKN1A;IFNA1;TNF;RELA;DDB2;MAPK11;HLA-DMB;PIK3CA;CDK2;PLCG2;BCL2;MDM2;FAS;BAX;MAP2K7;IKBKE;JAK3
KEGG_2021_Human	Fluid shear stress and atherosclerosis	14/139	1.058598e-03	1.261496e-02	0	0	2.799560e+00	1.917926e+01	PRKAA1;NCF1;CAV3;SRC;CALML3;GSTT1;TNF;RELA;ACTG1;IL1A;MAPK11;PIK3CA;BCL2;MAP2K7
KEGG_2021_Human	Proteoglycans in cancer	18/205	1.126194e-03	1.288366e-02	0	0	2.410850e+00	1.636705e+01	CAMK2B;CDKN1A;MAP2K1;CAV3;SRC;CAMK2A;IGF2;TNF;ESR1;ACTG1;MAPK11;SMO;PIK3CA;PLCG2;MDM2;PLCE1;FAS;EIF4B
KEGG_2021_Human	Relaxin signaling pathway	13/129	1.567822e-03	1.724605e-02	0	0	2.798941e+00	1.807575e+01	MAP2K1;SRC;ADCY1;ADCY6;RELA;GNAO1;MAPK11;PIK3CA;GNG5;CREB3L1;GNB2;GNB1;MAP2K7
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	11/100	1.747708e-03	1.851276e-02	0	0	3.083120e+00	1.957611e+01	IL1A;MAPK11;PIK3CA;PLCG2;BCL2;PLCE1;BAX;NFATC1;TNF;F3;RELA
KEGG_2021_Human	Growth hormone synthesis, secretion and action	12/119	2.326393e-03	2.360795e-02	0	0	2.798614e+00	1.696922e+01	SOCS3;MAPK11;MAP2K1;PIK3CA;CREB3L1;PLCG2;EP300;IRS2;IGFALS;ADCY1;SSTR3;ADCY6
KEGG_2021_Human	Toll-like receptor signaling pathway	11/104	2.393813e-03	2.360795e-02	0	0	2.949896e+00	1.780223e+01	IFNA4;MAPK11;MAP2K1;IFNA1;PIK3CA;LY96;IRF5;MAP2K7;TNF;IKBKE;RELA
KEGG_2021_Human	Pertussis	9/76	2.698972e-03	2.489413e-02	0	0	3.345981e+00	1.979109e+01	C1QB;IL1A;MAPK11;ITGAM;CFL1;LY96;CALML3;TNF;RELA
KEGG_2021_Human	Oxytocin signaling pathway	14/154	2.794656e-03	2.489413e-02	0	0	2.497644e+00	1.468626e+01	CAMK2B;MAP2K1;PRKAB2;CDKN1A;PRKAA1;SRC;CAMK2A;CALML3;NFATC1;ADCY1;ADCY6;ACTG1;GNAO1;CACNB2
KEGG_2021_Human	Cytokine-cytokine receptor interaction	22/295	2.817428e-03	2.489413e-02	0	0	2.019875e+00	1.186057e+01	CCL25;IFNA4;CCL13;CSF1R;EDA;IFNA1;CCL21;GDF15;BMP8A;GDF1;CXCL1;TNF;IL27RA;IL4;IL1A;CD4;TNFSF9;CCR8;FAS;INHA;TNFRSF4;CCR2
KEGG_2021_Human	Cushing syndrome	14/155	2.965331e-03	2.489413e-02	0	0	2.479800e+00	1.443434e+01	CAMK2B;MAP2K1;CDKN1A;CAMK2A;AHR;ADCY1;CACNA1H;ADCY6;CACNA1G;NR4A1;CYP21A2;CREB3L1;DVL1;CDK2
KEGG_2021_Human	Th1 and Th2 cell differentiation	10/92	3.040946e-03	2.489413e-02	0	0	3.039253e+00	1.761425e+01	IL4;MAPK11;CD4;HLA-DMB;STAT4;STAT6;NFATC1;JAK3;RELA;LAT
KEGG_2021_Human	Measles	13/139	3.046485e-03	2.489413e-02	0	0	2.575454e+00	1.492158e+01	IFNA4;IFNA1;RELA;BBC3;IL1A;PIK3CA;CDK2;BCL2;BAX;FAS;FCGR2B;IKBKE;JAK3
KEGG_2021_Human	Hepatitis C	14/157	3.332348e-03	2.644142e-02	0	0	2.444861e+00	1.394568e+01	IFNA4;MAP2K1;CDKN1A;IFNA1;TNF;RELA;SOCS3;PIK3CA;CLDN14;CDK2;CLDN18;BAX;FAS;IKBKE
KEGG_2021_Human	HIF-1 signaling pathway	11/109	3.459856e-03	2.644142e-02	0	0	2.798659e+00	1.585868e+01	CAMK2B;MAP2K1;CDKN1A;PIK3CA;CAMK2A;PLCG2;BCL2;EP300;ENO1;VHL;RELA
KEGG_2021_Human	Inflammatory bowel disease	8/65	3.599891e-03	2.644142e-02	0	0	3.493279e+00	1.965616e+01	IL4;IL1A;HLA-DMB;STAT4;STAT6;NFATC1;TNF;RELA
KEGG_2021_Human	Primary bile acid biosynthesis	4/17	3.605649e-03	2.644142e-02	0	0	7.636255e+00	4.295587e+01	CYP27A1;AMACR;SCP2;CYP7B1
KEGG_2021_Human	Acute myeloid leukemia	8/67	4.347319e-03	2.860796e-02	0	0	3.374510e+00	1.835125e+01	CSF1R;MAP2K1;ITGAM;PIK3CA;FLT3;ZBTB16;RELA;PML
KEGG_2021_Human	Long-term potentiation	8/67	4.347319e-03	2.860796e-02	0	0	3.374510e+00	1.835125e+01	CAMK2B;MAP2K1;CAMK2A;EP300;CALML3;ADCY1;GRM1;GRIN2D
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	10/97	4.462696e-03	2.860796e-02	0	0	2.863835e+00	1.549908e+01	VASP;MAP2K1;NCF1;PIK3CA;MYO10;ARPC1B;CFL1;PLCG2;FCGR2B;LAT
KEGG_2021_Human	Phosphatidylinositol signaling system	10/97	4.462696e-03	2.860796e-02	0	0	2.863835e+00	1.549908e+01	ITPKB;MTMR1;PIK3CA;PLCG2;PLCE1;CALML3;SYNJ2;CDIPT;MTMR7;CDS2
KEGG_2021_Human	Prostate cancer	10/97	4.462696e-03	2.860796e-02	0	0	2.863835e+00	1.549908e+01	MAP2K1;CDKN1A;PIK3CA;CREB3L1;CDK2;BCL2;MDM2;EP300;KLK3;RELA
KEGG_2021_Human	Serotonergic synapse	11/113	4.561492e-03	2.860796e-02	0	0	2.688345e+00	1.449046e+01	GNAO1;CYP2C9;HTR6;MAP2K1;GNG5;GNB2;GNB1;HTR1B;HTR2C;HTR4;ALOX15B
KEGG_2021_Human	Fc epsilon RI signaling pathway	8/68	4.763094e-03	2.860796e-02	0	0	3.318095e+00	1.774138e+01	IL4;MAPK11;MAP2K1;PIK3CA;PLCG2;MAP2K7;TNF;LAT
KEGG_2021_Human	Aldosterone synthesis and secretion	10/98	4.801335e-03	2.860796e-02	0	0	2.831143e+00	1.511508e+01	CAMK2B;NR4A1;CYP21A2;CREB3L1;CAMK2A;CALML3;ADCY1;CACNA1H;ADCY6;CACNA1G
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	10/98	4.801335e-03	2.860796e-02	0	0	2.831143e+00	1.511508e+01	CAMK2B;MAPK11;PIK3CA;SRC;CAMK2A;PLCG2;HTR2C;CALML3;ADCY1;ADCY6
KEGG_2021_Human	FoxO signaling pathway	12/131	5.110225e-03	2.982703e-02	0	0	2.514821e+00	1.326948e+01	PLK3;MAPK11;MAP2K1;PRKAB2;CDKN1A;PRKAA1;PIK3CA;CDK2;MDM2;EP300;IRS2;GRM1
KEGG_2021_Human	Dopaminergic synapse	12/132	5.428288e-03	3.058789e-02	0	0	2.493734e+00	1.300764e+01	GNAO1;CAMK2B;MAPK11;GNG5;CREB3L1;GNB2;GNB1;CAMK2A;PPP2R5B;CALML3;DRD1;CLOCK
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	17/219	5.454485e-03	3.058789e-02	0	0	2.103407e+00	1.096152e+01	CDKN1A;MAP2K1;NFATC1;ADCY1;TNF;ADCY6;RELA;CD4;HLA-DMB;PIK3CA;CREB3L1;CHEK1;CDK2;EP300;BAX;ANAPC5;JAK3
KEGG_2021_Human	Prolactin signaling pathway	8/70	5.685409e-03	3.126975e-02	0	0	3.210725e+00	1.659897e+01	SOCS3;MAPK11;MAP2K1;PIK3CA;SRC;ESR1;RELA;ESR2
KEGG_2021_Human	Chemical carcinogenesis	18/239	5.894150e-03	3.180617e-02	0	0	2.036306e+00	1.045398e+01	MAP2K1;UGT2B11;SRC;GSTT1;ADCY1;AHR;ESR1;ADCY6;RELA;ESR2;SULT1A1;CYP2C9;PIK3CA;CREB3L1;KPNA6;BCL2;IKBKE;UGT2B7
KEGG_2021_Human	PI3K-Akt signaling pathway	24/354	6.190857e-03	3.278861e-02	0	0	1.822233e+00	9.265475e+00	IFNA4;CSF1R;CDKN1A;MAP2K1;PRKAA1;IFNA1;FLT3;ITGB4;IGF2;PPP2R5B;RELA;IL4;NR4A1;PIK3CA;GNG5;CREB3L1;GNB2;ITGA10;CDK2;GNB1;BCL2;MDM2;JAK3;EIF4B
KEGG_2021_Human	Estrogen signaling pathway	12/137	7.262141e-03	3.546451e-02	0	0	2.393358e+00	1.178748e+01	GNAO1;MAP2K1;PIK3CA;SRC;CREB3L1;BCL2;CALML3;ADCY1;ESR1;ESR2;GRM1;ADCY6
KEGG_2021_Human	Yersinia infection	12/137	7.262141e-03	3.546451e-02	0	0	2.393358e+00	1.178748e+01	MAPK11;MAP2K1;CD4;PIK3CA;SRC;ARPC1B;NFATC1;MAP2K7;TNF;LAT;RELA;ACTG1
KEGG_2021_Human	NF-kappa B signaling pathway	10/104	7.277621e-03	3.546451e-02	0	0	2.649601e+00	1.304386e+01	CCL13;EDA;CCL21;PLCG2;BCL2;LY96;CXCL1;TNF;LAT;RELA
KEGG_2021_Human	T cell receptor signaling pathway	10/104	7.277621e-03	3.546451e-02	0	0	2.649601e+00	1.304386e+01	IL4;MAPK11;MAP2K1;CD4;PIK3CA;NFATC1;MAP2K7;TNF;LAT;RELA
KEGG_2021_Human	Inositol phosphate metabolism	8/73	7.316106e-03	3.546451e-02	0	0	3.062058e+00	1.505821e+01	ITPKB;MTMR1;PIK3CA;PLCG2;PLCE1;SYNJ2;CDIPT;MTMR7
KEGG_2021_Human	GABAergic synapse	9/89	7.721315e-03	3.680494e-02	0	0	2.800358e+00	1.362030e+01	GNAO1;GNG5;SRC;GNB2;GNB1;SLC6A13;SLC6A12;ADCY1;ADCY6
KEGG_2021_Human	Cellular senescence	13/156	8.018285e-03	3.705477e-02	0	0	2.267261e+00	1.094187e+01	MAP2K1;CDKN1A;CALML3;NFATC1;RELA;IL1A;MAPK11;PIK3CA;CHEK1;MAPKAPK2;CDK2;MDM2;RAD1
KEGG_2021_Human	Rap1 signaling pathway	16/210	8.185795e-03	3.705477e-02	0	0	2.059475e+00	9.896506e+00	VASP;CSF1R;MAP2K1;ITGAM;SRC;CALML3;ADCY1;ADCY6;ACTG1;GNAO1;MAPK11;PARD6B;PIK3CA;ADORA2B;PLCE1;LAT
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	10/106	8.291573e-03	3.705477e-02	0	0	2.594130e+00	1.243241e+01	GCM1;MAP2K1;CDKN1A;PTH;CREB3L1;PDE4D;BCL2;ADCY1;MEF2D;ADCY6
KEGG_2021_Human	Hypertrophic cardiomyopathy	9/90	8.291977e-03	3.705477e-02	0	0	2.765641e+00	1.325424e+01	CACNB2;PRKAB2;PRKAA1;SGCA;ITGB4;SGCB;ITGA10;TNF;ACTG1
KEGG_2021_Human	Morphine addiction	9/91	8.894122e-03	3.913414e-02	0	0	2.731771e+00	1.290042e+01	GNAO1;GNG5;PDE4D;PDE1A;GNB2;GNB1;ADCY1;DRD1;ADCY6
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	8/77	1.000955e-02	4.272735e-02	0	0	2.883945e+00	1.327830e+01	CACNB2;SGCA;ACTN3;ITGB4;SGCB;ITGA10;DSC2;ACTG1
KEGG_2021_Human	Leishmaniasis	8/77	1.000955e-02	4.272735e-02	0	0	2.883945e+00	1.327830e+01	IL4;IL1A;MAPK11;ITGAM;HLA-DMB;NCF1;TNF;RELA
KEGG_2021_Human	GnRH signaling pathway	9/93	1.019708e-02	4.288773e-02	0	0	2.666450e+00	1.222742e+01	CAMK2B;MAPK11;MAP2K1;SRC;CAMK2A;CALML3;ADCY1;MAP2K7;ADCY6
KEGG_2021_Human	TNF signaling pathway	10/112	1.199127e-02	4.970293e-02	0	0	2.440768e+00	1.079692e+01	SOCS3;MAPK11;MAP2K1;PIK3CA;CREB3L1;FAS;CXCL1;MAP2K7;TNF;RELA
KEGG_2021_Human	Tyrosine metabolism	5/36	1.220024e-02	4.984670e-02	0	0	4.004298e+00	1.764414e+01	HGD;TAT;TYR;HPD;ADH6
KEGG_2021_Human	Dilated cardiomyopathy	9/96	1.241405e-02	5.000588e-02	0	0	2.574100e+00	1.129754e+01	CACNB2;SGCA;ITGB4;SGCB;ITGA10;ADCY1;TNF;ADCY6;ACTG1
KEGG_2021_Human	Cortisol synthesis and secretion	7/65	1.291148e-02	5.128725e-02	0	0	2.999866e+00	1.304833e+01	NR4A1;CYP21A2;CREB3L1;ADCY1;ADCY6;CACNA1H;CACNA1G
KEGG_2021_Human	Viral carcinogenesis	15/203	1.330006e-02	5.135073e-02	0	0	1.990393e+00	8.598473e+00	CDKN1A;SRC;GTF2E1;RELA;PIK3CA;CREB3L1;DNAJA3;CHEK1;MAPKAPK2;CDK2;MDM2;CCR8;EP300;BAX;JAK3
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	11/131	1.334960e-02	5.135073e-02	0	0	2.282942e+00	9.853792e+00	IFNA4;NCR2;MAP2K1;NCR3;IFNA1;PIK3CA;PLCG2;FAS;NFATC1;TNF;LAT
KEGG_2021_Human	Leukocyte transendothelial migration	10/114	1.346610e-02	5.135073e-02	0	0	2.393580e+00	1.031054e+01	VASP;MAPK11;MYL7;ITGAM;NCF1;PIK3CA;CLDN14;PLCG2;CLDN18;ACTG1
KEGG_2021_Human	Complement and coagulation cascades	8/85	1.750569e-02	6.347261e-02	0	0	2.583235e+00	1.044978e+01	C1QB;CPB2;ITGAM;C6;MASP1;F3;KLKB1;F2RL2
KEGG_2021_Human	ErbB signaling pathway	8/85	1.750569e-02	6.347261e-02	0	0	2.583235e+00	1.044978e+01	CAMK2B;CDKN1A;MAP2K1;PIK3CA;SRC;CAMK2A;PLCG2;MAP2K7
KEGG_2021_Human	Adipocytokine signaling pathway	7/69	1.753264e-02	6.347261e-02	0	0	2.805740e+00	1.134555e+01	SOCS3;PRKAB2;PRKAA1;IRS2;AGRP;TNF;RELA
KEGG_2021_Human	Amphetamine addiction	7/69	1.753264e-02	6.347261e-02	0	0	2.805740e+00	1.134555e+01	CAMK2B;ARC;CREB3L1;CAMK2A;CALML3;DRD1;GRIN2D
KEGG_2021_Human	Longevity regulating pathway	9/102	1.789668e-02	6.398063e-02	0	0	2.407274e+00	9.684800e+00	PRKAB2;PRKAA1;PIK3CA;CREB3L1;BAX;IRS2;ADCY1;ADCY6;RELA
KEGG_2021_Human	Non-alcoholic fatty liver disease	12/155	1.813448e-02	6.403039e-02	0	0	2.090124e+00	8.381272e+00	SOCS3;IL1A;MAPK11;PRKAB2;PRKAA1;PIK3CA;BAX;FAS;IRS2;SDHC;TNF;RELA
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	7/70	1.884901e-02	6.574165e-02	0	0	2.761061e+00	1.096499e+01	MAPK11;SRC;PLCG2;ATP6V1H;CXCL1;ATP6V0C;RELA
KEGG_2021_Human	Thyroid hormone signaling pathway	10/121	1.971051e-02	6.712341e-02	0	0	2.241812e+00	8.802707e+00	MAP2K1;PIK3CA;SRC;PLCG2;MDM2;EP300;PLCE1;SLC16A2;ESR1;ACTG1
KEGG_2021_Human	Human papillomavirus infection	21/331	1.971457e-02	6.712341e-02	0	0	1.692385e+00	6.644976e+00	IFNA4;CDKN1A;MAP2K1;IFNA1;ITGB4;PPP2R5B;TNF;RELA;PARD6B;PIK3CA;CREB3L1;ITGA10;DVL1;CDK2;MDM2;FAS;EP300;ATP6V1H;BAX;IKBKE;ATP6V0C
KEGG_2021_Human	Bladder cancer	5/41	2.070470e-02	6.966524e-02	0	0	3.447247e+00	1.336634e+01	CDKN1A;MAP2K1;SRC;DAPK2;MDM2
KEGG_2021_Human	Necroptosis	12/159	2.168243e-02	7.129100e-02	0	0	2.032824e+00	7.788261e+00	CAMK2B;IFNA4;IL1A;IFNA1;CAMK2A;BCL2;STAT4;BAX;FAS;STAT6;TNF;JAK3
KEGG_2021_Human	Non-small cell lung cancer	7/72	2.168642e-02	7.129100e-02	0	0	2.675826e+00	1.025127e+01	CDKN1A;MAP2K1;PIK3CA;PLCG2;BAX;JAK3;DDB2
KEGG_2021_Human	Phototransduction	4/28	2.213781e-02	7.194789e-02	0	0	4.133936e+00	1.575223e+01	PDE6G;GNB1;GUCA1A;CALML3
KEGG_2021_Human	JAK-STAT signaling pathway	12/162	2.466271e-02	7.914310e-02	0	0	1.991854e+00	7.374764e+00	IL4;SOCS3;IFNA4;CDKN1A;IFNA1;PIK3CA;BCL2;STAT4;EP300;STAT6;JAK3;IL27RA
KEGG_2021_Human	NOD-like receptor signaling pathway	13/181	2.490517e-02	7.914310e-02	0	0	1.927342e+00	7.117057e+00	IFNA4;IFNA1;DEFA3;CXCL1;TNF;RELA;P2RX7;MAPK11;IFI16;TRIP6;BCL2;MFN1;IKBKE
KEGG_2021_Human	VEGF signaling pathway	6/59	2.667933e-02	8.384933e-02	0	0	2.810979e+00	1.018661e+01	MAPK11;MAP2K1;PIK3CA;SRC;MAPKAPK2;PLCG2
KEGG_2021_Human	Chronic myeloid leukemia	7/76	2.822190e-02	8.678991e-02	0	0	2.520179e+00	8.991135e+00	CDKN1A;MAP2K1;PIK3CA;MDM2;BAX;RELA;DDB2
KEGG_2021_Human	Gastric acid secretion	7/76	2.822190e-02	8.678991e-02	0	0	2.520179e+00	8.991135e+00	CAMK2B;CCKBR;CAMK2A;CALML3;ADCY1;ADCY6;ACTG1
KEGG_2021_Human	Oocyte meiosis	10/129	2.918086e-02	8.878431e-02	0	0	2.090227e+00	7.387368e+00	CAMK2B;MAPK11;MAP2K1;CDK2;CAMK2A;PPP2R5B;CALML3;ANAPC5;ADCY1;ADCY6
KEGG_2021_Human	Cell adhesion molecules	11/148	2.998198e-02	8.928143e-02	0	0	1.997878e+00	7.006874e+00	MAG;CD4;ITGAM;HLA-DMB;CD6;CLDN14;CNTN1;CLDN18;NRCAM;CD226;MADCAM1
KEGG_2021_Human	IL-17 signaling pathway	8/94	2.999527e-02	8.928143e-02	0	0	2.311809e+00	8.106857e+00	IL4;MAPK11;CXCL1;ANAPC5;TNF;IKBKE;RELA;MAPK4
KEGG_2021_Human	cGMP-PKG signaling pathway	12/167	3.028076e-02	8.928143e-02	0	0	1.927095e+00	6.739519e+00	VASP;MAP2K1;TRPC6;CREB3L1;CALML3;IRS2;NFATC1;PDE5A;ADCY1;MEF2D;ADRA2A;ADCY6
KEGG_2021_Human	Other glycan degradation	3/18	3.093951e-02	8.973218e-02	0	0	4.956645e+00	1.722792e+01	GBA;AGA;MAN2C1
KEGG_2021_Human	Circadian rhythm	4/31	3.106114e-02	8.973218e-02	0	0	3.674036e+00	1.275551e+01	PER1;PRKAA1;PRKAB2;CLOCK
KEGG_2021_Human	Type II diabetes mellitus	5/46	3.236334e-02	9.255916e-02	0	0	3.026063e+00	1.038160e+01	SOCS3;PIK3CA;IRS2;TNF;CACNA1G
KEGG_2021_Human	Glutamatergic synapse	9/114	3.380431e-02	9.572311e-02	0	0	2.130819e+00	7.217440e+00	GNAO1;GNG5;GNB2;GRIK5;GNB1;ADCY1;GRM1;ADCY6;GRIN2D
KEGG_2021_Human	Phagosome	11/152	3.542902e-02	9.934021e-02	0	0	1.940794e+00	6.482685e+00	MSR1;MARCO;ITGAM;HLA-DMB;NCF1;HGS;ATP6V1H;FCGR2B;ATP6V0C;ACTG1;VAMP3
KEGG_2021_Human	Riboflavin metabolism	2/8	3.620703e-02	1.005360e-01	0	0	8.254296e+00	2.739190e+01	RFK;ACP2
KEGG_2021_Human	B cell receptor signaling pathway	7/81	3.811394e-02	1.039592e-01	0	0	2.349283e+00	7.675519e+00	MAP2K1;PIK3CA;PLCG2;NFATC1;LILRB3;FCGR2B;RELA
KEGG_2021_Human	Coronavirus disease	15/232	3.816686e-02	1.039592e-01	0	0	1.721769e+00	5.622932e+00	C1QB;IFNA4;RPL41;IFNA1;RPS4Y1;TNF;RELA;MAPK11;C6;RPS27;RPS19;PIK3CA;PLCG2;MASP1;IKBKE
